idx,qa_key,question,question_type,baseline_label,raw_memory_count,suspected_counterevidence_count,top_suspicion_score,top_suspected_reason
1197,7:60:3,"Did Taylor David express satisfaction with herbal teas for maintaining energy during meal planning on Jul 29, 2038?",Memory Conflict,omission,20,5,10,"shared topic/object tokens: herbal, meal, plann, tea; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing"
1198,7:61:1,"What is Taylor David's updated preference regarding clothing fabrics as of Feb 01, 2039?",Basic Fact Recall,omission,20,5,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1199,7:61:2,"What is Taylor David's middle name as of February 1, 2039?",Memory Boundary,correct,20,5,7,"shared topic/object tokens: name, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1200,7:61:3,"Did Taylor David express dissatisfaction with the new fabric technology on Feb 01, 2039?",Memory Conflict,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1202,7:62:2,"What is Taylor David's evolved preference regarding leisure travel as of Aug 07, 2039?",Basic Fact Recall,omission,20,4,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1203,7:62:3,"What change did Taylor David make to his travel dislikes on Aug 07, 2039?",Basic Fact Recall,omission,20,6,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1205,7:65:2,"What new fitness activity might Taylor David enjoy, considering his shift to dynamic yoga?",Generalization & Application,hallucination,20,1,7,shared topic/object tokens: yoga; negation/contrast cues: avoids; possible preference polarity reversal
1206,7:65:3,"What sport preference did Taylor David update to on February 11, 2040?",Basic Fact Recall,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1207,7:66:1,"What is Taylor David's middle name as of Aug 18, 2039?",Memory Boundary,correct,20,5,7,"shared topic/object tokens: name, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1208,7:66:2,"What is the blood type of Taylor David as of Dec 01, 2039?",Memory Boundary,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1209,7:66:3,"How many siblings does Taylor David have as of Apr 10, 2040?",Memory Boundary,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1210,7:66:4,"What was Taylor David's exact salary before his promotion on Aug 18, 2039?",Memory Boundary,omission,20,5,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1211,7:66:5,"What was Taylor David's monthly income before and after his promotion on Aug 18, 2039?",Multi-hop Inference,omission,20,6,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1212,7:66:6,"What strategies did Taylor David implement to recover his health by Dec 01, 2039?",Multi-hop Inference,omission,20,8,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1213,7:66:7,"What role did AI tools play in Taylor David's leadership approach by Apr 10, 2040?",Multi-hop Inference,hallucination,20,4,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1214,7:66:8,"What significant career milestone did Taylor David achieve on Aug 18, 2039?",Multi-hop Inference,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1215,7:67:1,"Based on Taylor David's game preferences on August 16, 2040, what type of workshop might he find beneficial for his creative meal planning?",Generalization & Application,hallucination,20,4,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1216,7:67:2,"What is Taylor David's middle name as of August 16, 2040?",Memory Boundary,correct,20,5,7,"shared topic/object tokens: name, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1217,7:67:3,"Did Taylor David express a preference for traditional puzzle games during the workshop on August 16, 2040?",Memory Conflict,omission,20,4,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1218,7:68:1,"What is Taylor David's friend's name who recommended the film on February 19, 2041?",Memory Boundary,correct,20,5,7,"shared topic/object tokens: name, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1219,7:68:2,"What is Taylor David's movie preference as of February 19, 2041?",Basic Fact Recall,omission,20,5,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1220,7:68:3,"Did Taylor David reject the idea of using movies for health advocacy on February 19, 2041?",Memory Conflict,omission,20,4,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1221,7:70:1,"Did Taylor David express a dislike for sugary sodas during celebrations on Aug 25, 2041?",Memory Conflict,correct,20,6,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1224,7:72:1,"What new approach can Taylor David use to engage audiences based on their travel experiences after Mar 02, 2042?",Generalization & Application,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1225,7:72:2,"What is Taylor David's middle name as of Mar 02, 2042?",Memory Boundary,correct,20,5,7,"shared topic/object tokens: name, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1226,7:72:3,Did Taylor David plan to avoid spontaneous trips due to their lack of benefits?,Memory Conflict,omission,20,3,7,shared entity/name anchor; possible preference polarity reversal
1227,7:73:1,"Who is Taylor David collaborating with as of January 15, 2042?",Basic Fact Recall,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1230,7:73:4,"What was Taylor David's monthly income on January 15, 2042?",Memory Boundary,correct,20,6,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1233,7:74:1,"Did Taylor David express disinterest in using games for children's nutrition education on Sep 04, 2042?",Memory Conflict,omission,20,7,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1235,7:74:3,"What specific numerical data did Taylor David collect from surveys on Sep 04, 2042?",Memory Boundary,correct,20,4,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1236,7:75:1,"Did Taylor David express a dislike for films addressing societal issues on Mar 10, 2043?",Memory Conflict,omission,20,5,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal
1237,7:75:2,"How might Taylor David integrate film insights into his advocacy work after Mar 10, 2043?",Generalization & Application,omission,20,5,7,"shared topic/object tokens: advocacy, insight, integrate; possible event completion vs plan/alternative contrast"
1238,7:75:3,"What type of films does Taylor David appreciate as of Mar 10, 2043?",Basic Fact Recall,hallucination,20,4,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1239,7:79:1,"What is Taylor David's profession after August 14, 2043?",Basic Fact Recall,hallucination,20,5,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1240,7:79:2,"Which organization did Taylor work for before his layoff on August 14, 2043?",Basic Fact Recall,omission,20,5,6,shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
1241,7:79:3,"How much was Taylor David's monthly income before the layoff on August 14, 2043?",Basic Fact Recall,omission,20,6,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1242,7:79:4,"Who did Taylor David reach out to for support during his career transition on August 28, 2043?",Basic Fact Recall,omission,20,5,7,"shared topic/object tokens: david, taylor; shared entity/name anchor; temporal/update cues overlap with question timing"
1244,7:79:6,"What are Taylor David's career aspirations after his layoff on August 14, 2043?",Basic Fact Recall,omission,20,5,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1245,7:79:7,"What is Taylor David's current employment status as of September 14, 2043?",Dynamic Update,hallucination,20,8,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
1246,7:79:8,"What is Taylor David's latest job title as of September 14, 2043?",Dynamic Update,hallucination,20,5,6,shared topic/object tokens: taylor; shared entity/name anchor; temporal/update cues overlap with question timing
