idx,qa_key,question,question_type,baseline_label,r3a_triggered,memory_index,memory_text,topic_overlap_score,negation_or_contrast_score,temporal_conflict_score,preference_reversal_score,event_denial_score,total_suspicion_score,suspected_reason,r3a_rejected_reason_if_available,priority_group,manual_has_retrieved_counterevidence,manual_counterevidence_label,manual_should_r3a_trigger,manual_failure_source,manual_notes
2102,13:10:1,"Did Sharon Brown decide against using energy drinks due to health concerns on Sep 12, 2026?",Memory Conflict,hallucination,False,2,"User's name is Sharon Brown, female, born on September 14, 1984, currently 41 years old, and resides in Toronto.",4,0,3,0,0,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2149,13:31:1,"Did Sharon Brown retire after her promotion to Senior Advisor at Partnership Enterprise on May 24, 2029?",Memory Conflict,hallucination,False,2,"User's name is Sharon Brown, female, born on September 14, 1984, currently 41 years old, and resides in Toronto.",4,0,3,0,0,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2157,13:32:1,"Did Sharon Brown dislike bowling because it lacked strategic aspects as of June 16, 2030?",Memory Conflict,hallucination,False,1,"User's name is Sharon Brown, female, born on September 14, 1984, currently 41 years old, and resides in Toronto.",4,0,3,0,0,7,"shared topic/object tokens: brown, sharon; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2402,14:60:2,"Did Williams Daniel seek advice on integrating a focus on 19th-century biographies into his research routine on January 14, 2035?",Memory Conflict,hallucination,False,1,"User's full name is Williams Daniel, male, born on June 16, 1984, currently 41 years old, and lives in Philadelphia.",4,0,3,0,0,7,"shared topic/object tokens: daniel, william; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2484,15:28:1,"Did Steven Miller retire on Apr 01, 2029, due to financial instability?",Memory Conflict,hallucination,False,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2501,15:31:1,"Did Steven Miller decide to switch to sneakers on Aug 26, 2030, to enhance his professional image?",Memory Conflict,hallucination,False,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2508,15:33:2,"Did Steven Miller express a preference for traditional jazz to enhance his productivity on May 28, 2031?",Memory Conflict,hallucination,False,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2533,15:44:2,"On April 14, 2033, did Steven Miller decide to add almond milk to his coffee to increase calorie intake?",Memory Conflict,hallucination,False,2,"On July 5, 2026, User switched his usual cold brew coffee to cold brew coffee with almond milk, aiming for a smoother taste while preserving the energy boost needed for early market openings.",3,1,3,0,0,7,"shared topic/object tokens: almond, coffee, milk; negation/contrast cues: switched; temporal/update cues overlap with question timing",,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2533,15:44:2,"On April 14, 2033, did Steven Miller decide to add almond milk to his coffee to increase calorie intake?",Memory Conflict,hallucination,False,3,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2563,15:58:4,"Did Steven Miller's monthly income decrease to 15,000 after founding Disruptive Tech Ventures on January 5, 2035?",Memory Conflict,hallucination,False,6,"User aims to achieve financial freedom by generating passive income of at least $1,000 per hour through strategic investments in high-potential tech stocks, motivated by a passion for technology and finance.",3,0,0,0,4,7,"shared topic/object tokens: 000, income, tech; possible event completion vs plan/alternative contrast",premise_anchor_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2571,15:60:3,"Did Steven Miller express a dislike for romantic comedies on April 18, 2036?",Memory Conflict,hallucination,False,1,"User's name is Steven Miller, male, born on August 9, 1989, currently 36 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: miller, steven; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2571,15:60:3,"Did Steven Miller express a dislike for romantic comedies on April 18, 2036?",Memory Conflict,hallucination,False,2,"User prefers documentaries for industry insights and investment inspiration, dislikes romantic comedies as they are predictable and not engaging, and avoids horror movies, favoring intellectually stimulating films over shock‑value content.",2,3,0,2,0,7,"shared topic/object tokens: comedi, romantic; negation/contrast cues: avoids, dislikes, not; weak preference contrast",not_refuting,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2597,16:6:3,"Did Oleksandr Shevchenko stop listening to pop music after attending the festival on Feb 14, 2026?",Memory Conflict,hallucination,False,1,"User's name is Oleksandr Shevchenko, male, born on November 18, 1984, currently 40 years old, and resides in Kyiv.",4,0,3,0,0,7,"shared topic/object tokens: oleksandr, shevchenko; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2616,16:13:3,"Did Oleksandr express a strong dislike for rock climbing on Aug 04, 2027?",Memory Conflict,hallucination,False,1,"User's father was born on November 18, 1950, is a retired judge, and instilled a strong sense of justice in Oleksandr.",4,1,2,0,0,7,"shared topic/object tokens: oleksandr, strong; shared entity/name anchor; negation/contrast cues: retired; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2620,16:17:1,Did Oleksandr maintain his dislike for heavy metal due to its lack of meaningful content?,Memory Conflict,hallucination,False,1,"User dislikes pop music for being overly commercialized and lacking depth, dislikes heavy metal due to aggressive sound and harsh vocals, dislikes techno because of repetitive monotonous beats, and dislikes mainstream rap as its themes conflict with his values; he prefers music that tells a story, has cultural significance, soothing melodies, meaningful lyrics, and inspires personal struggles and triumphs, especially Ukrainian folk music that connects him to heritage and evokes pride and nostalgia.",4,1,0,2,0,7,"shared topic/object tokens: heavy, lack, meaningful, metal; negation/contrast cues: dislikes; weak preference contrast",not_refuting,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2764,17:11:3,"Did Donald Smith express no curiosity about energy drinks' impact on productivity during the campaign on Feb 11, 2027?",Memory Conflict,hallucination,False,2,"User's name is Donald Smith, male, born on August 12, 1980, currently 45 years old, and resides in Chicago.",4,0,3,0,0,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2770,17:14:3,"Does Donald Smith dislike snakes due to their high maintenance, as of Jan 07, 2028?",Memory Conflict,hallucination,False,1,"User's name is Donald Smith, male, born on August 12, 1980, currently 45 years old, and resides in Chicago.",4,0,3,0,0,7,"shared topic/object tokens: donald, smith; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2940,18:6:7,Did Karen Brown decide to abandon her career in property management technology after her layoff on 2025-10-10?,Memory Conflict,hallucination,False,1,"User's name is Karen Brown, female, born on February 15, 1998, currently 27 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2940,18:6:7,Did Karen Brown decide to abandon her career in property management technology after her layoff on 2025-10-10?,Memory Conflict,hallucination,False,4,"User aims to develop a software platform that revolutionizes property management, targeting adoption by 100,000 agencies worldwide, driven by her passion for technology and real estate to improve industry standards globally.",3,0,0,0,4,7,"shared topic/object tokens: management, property, technology; possible event completion vs plan/alternative contrast",slot_mismatch,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
2948,18:11:1,"Did Karen Brown decide to focus solely on technical manuals for her reading preferences as of May 28, 2027?",Memory Conflict,hallucination,False,2,"User's name is Karen Brown, female, born on February 15, 1998, currently 27 years old, and resides in Seattle.",4,0,3,0,0,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing",absence_not_refutation,P2_memory_conflict_hallucination_untriggered_suspected,,,,,
